gene_id,gene_name,qualifier,go_id,reference,evidence_code,go_aspect,full_name,synonyms,object_type,date,source
S000000188,RPL32,located_in,GO:0005737,GO_REF:0000044,IEA,C,Ribosomal 60S subunit protein L32,YBL092W|L32|L32e|ribosomal 60S subunit protein L32|eL32,protein,20210410,UniProt
S000000188,RPL32,located_in,GO:0005840,GO_REF:0000002,IEA,C,Ribosomal 60S subunit protein L32,YBL092W|L32|L32e|ribosomal 60S subunit protein L32|eL32,protein,20210410,InterPro
S000000188,RPL32,located_in,GO:0005840,GO_REF:0000002,IEA,C,Ribosomal 60S subunit protein L32,YBL092W|L32|L32e|ribosomal 60S subunit protein L32|eL32,protein,20210410,InterPro
S000000218,GRX7,enables,GO:0046872,GO_REF:0000043,IEA,F,Cis-golgi localized monothiol glutaredoxin,YBR014C|glutathione-disulfide reductase GRX7,protein,20210410,UniProt
S000000218,GRX7,enables,GO:0051536,GO_REF:0000043,IEA,F,Cis-golgi localized monothiol glutaredoxin,YBR014C|glutathione-disulfide reductase GRX7,protein,20210410,UniProt
S000000218,GRX7,enables,GO:0051537,GO_REF:0000043,IEA,F,Cis-golgi localized monothiol glutaredoxin,YBR014C|glutathione-disulfide reductase GRX7,protein,20210410,UniProt
S000000218,GRX7,involved_in,GO:0098869,GO_REF:0000108,IEA,P,Cis-golgi localized monothiol glutaredoxin,YBR014C|glutathione-disulfide reductase GRX7,protein,20210411,GOC
S000000219,MNN2,enables,GO:0016740,GO_REF:0000043,IEA,F,"Alpha-1,2-mannosyltransferase","YBR015C|TTP1|LDB8|CRV4|alpha-1,2-mannosyltransferase MNN2",protein,20210410,UniProt
S000000219,MNN2,enables,GO:0016757,GO_REF:0000002,IEA,F,"Alpha-1,2-mannosyltransferase","YBR015C|TTP1|LDB8|CRV4|alpha-1,2-mannosyltransferase MNN2",protein,20210410,InterPro
S000004753,NDE1,enables,GO:0016491,GO_REF:0000002,IEA,F,Mitochondrial external NADH dehydrogenase,YMR145C|NDH1|NADH-ubiquinone reductase (H(+)-translocating) NDE1,protein,20210410,InterPro
S000000133,APL3,located_in,GO:0005886,GO_REF:0000044,IEA,C,Alpha-adaptin,YBL037W,protein,20210410,UniProt
S000000133,APL3,located_in,GO:0005905,GO_REF:0000043,IEA,C,Alpha-adaptin,YBL037W,protein,20210410,UniProt
S000000133,APL3,located_in,GO:0016020,GO_REF:0000043,IEA,C,Alpha-adaptin,YBL037W,protein,20210410,UniProt
S000000133,APL3,part_of,GO:0030117,GO_REF:0000002,IEA,C,Alpha-adaptin,YBL037W,protein,20210410,InterPro
S000000133,APL3,part_of,GO:0030117,GO_REF:0000002,IEA,C,Alpha-adaptin,YBL037W,protein,20210410,InterPro
S000000133,APL3,part_of,GO:0030122,GO_REF:0000002,IEA,C,Alpha-adaptin,YBL037W,protein,20210410,InterPro
S000000129,RIB1,enables,GO:0000166,GO_REF:0000043,IEA,F,GTP cyclohydrolase II,YBL033C|GTP cyclohydrolase II,protein,20210410,UniProt
S000000129,RIB1,enables,GO:0003935,GO_REF:0000002,IEA,F,GTP cyclohydrolase II,YBL033C|GTP cyclohydrolase II,protein,20210410,InterPro
S000000129,RIB1,enables,GO:0003935,GO_REF:0000003,IEA,F,GTP cyclohydrolase II,YBL033C|GTP cyclohydrolase II,protein,20210410,UniProt
S000000129,RIB1,enables,GO:0005525,GO_REF:0000043,IEA,F,GTP cyclohydrolase II,YBL033C|GTP cyclohydrolase II,protein,20210410,UniProt
S000000129,RIB1,enables,GO:0016787,GO_REF:0000043,IEA,F,GTP cyclohydrolase II,YBL033C|GTP cyclohydrolase II,protein,20210410,UniProt
S000004754,TIF34,enables,GO:0003743,GO_REF:0000002,IEA,F,eIF3i subunit of the eukaryotic translation initiation factor 3 (eIF3),YMR146C|translation initiation factor eIF3 subunit i,protein,20210410,InterPro
S000000129,RIB1,involved_in,GO:0009231,GO_REF:0000043,IEA,P,GTP cyclohydrolase II,YBL033C|GTP cyclohydrolase II,protein,20210410,UniProt
S000000210,UGA2,enables,GO:0009013,GO_REF:0000002,IEA,F,Succinate semialdehyde dehydrogenase,YBR006W|UGA5|succinate-semialdehyde dehydrogenase (NAD(P)(+)),protein,20210410,InterPro
S000004754,TIF34,located_in,GO:0005737,GO_REF:0000002,IEA,C,eIF3i subunit of the eukaryotic translation initiation factor 3 (eIF3),YMR146C|translation initiation factor eIF3 subunit i,protein,20210410,InterPro
S000004754,TIF34,part_of,GO:0005852,GO_REF:0000002,IEA,C,eIF3i subunit of the eukaryotic translation initiation factor 3 (eIF3),YMR146C|translation initiation factor eIF3 subunit i,protein,20210410,InterPro
S000000210,UGA2,enables,GO:0009013,GO_REF:0000003,IEA,F,Succinate semialdehyde dehydrogenase,YBR006W|UGA5|succinate-semialdehyde dehydrogenase (NAD(P)(+)),protein,20210410,UniProt
S000000210,UGA2,enables,GO:0016491,GO_REF:0000002,IEA,F,Succinate semialdehyde dehydrogenase,YBR006W|UGA5|succinate-semialdehyde dehydrogenase (NAD(P)(+)),protein,20210410,InterPro
S000000210,UGA2,enables,GO:0016491,GO_REF:0000002,IEA,F,Succinate semialdehyde dehydrogenase,YBR006W|UGA5|succinate-semialdehyde dehydrogenase (NAD(P)(+)),protein,20210410,InterPro
S000000210,UGA2,enables,GO:0016491,GO_REF:0000002,IEA,F,Succinate semialdehyde dehydrogenase,YBR006W|UGA5|succinate-semialdehyde dehydrogenase (NAD(P)(+)),protein,20210410,InterPro
S000000210,UGA2,enables,GO:0016491,GO_REF:0000002,IEA,F,Succinate semialdehyde dehydrogenase,YBR006W|UGA5|succinate-semialdehyde dehydrogenase (NAD(P)(+)),protein,20210410,InterPro
S000000210,UGA2,enables,GO:0016491,GO_REF:0000002,IEA,F,Succinate semialdehyde dehydrogenase,YBR006W|UGA5|succinate-semialdehyde dehydrogenase (NAD(P)(+)),protein,20210410,InterPro
S000000210,UGA2,enables,GO:0016491,GO_REF:0000043,IEA,F,Succinate semialdehyde dehydrogenase,YBR006W|UGA5|succinate-semialdehyde dehydrogenase (NAD(P)(+)),protein,20210410,UniProt
S000000210,UGA2,involved_in,GO:0009450,GO_REF:0000002,IEA,P,Succinate semialdehyde dehydrogenase,YBR006W|UGA5|succinate-semialdehyde dehydrogenase (NAD(P)(+)),protein,20210410,InterPro
S000000210,UGA2,involved_in,GO:0009450,GO_REF:0000041,IEA,P,Succinate semialdehyde dehydrogenase,YBR006W|UGA5|succinate-semialdehyde dehydrogenase (NAD(P)(+)),protein,20210410,UniProt
S000000218,GRX7,enables,GO:0015035,GO_REF:0000002,IEA,F,Cis-golgi localized monothiol glutaredoxin,YBR014C|glutathione-disulfide reductase GRX7,protein,20210410,InterPro
S000003829,RFC2,enables,GO:0005524,GO_REF:0000002,IEA,F,Subunit of heteropentameric Replication factor C (RF-C),YJR068W|replication factor C subunit 2,protein,20210410,InterPro
S000003607,ARG2,enables,GO:0004042,GO_REF:0000002,IEA,F,Acetylglutamate synthase (glutamate N-acetyltransferase),YJL071W|HRB574|acetyl-CoA:L-glutamate N-acetyltransferase,protein,20210410,InterPro
S000000219,MNN2,located_in,GO:0016021,GO_REF:0000043,IEA,C,"Alpha-1,2-mannosyltransferase","YBR015C|TTP1|LDB8|CRV4|alpha-1,2-mannosyltransferase MNN2",protein,20210410,UniProt
S000000232,YPK3,enables,GO:0000166,GO_REF:0000043,IEA,F,AGC kinase,YBR028C|putative protein kinase YPK3,protein,20210410,UniProt
S000000232,YPK3,enables,GO:0004672,GO_REF:0000002,IEA,F,AGC kinase,YBR028C|putative protein kinase YPK3,protein,20210410,InterPro
S000000232,YPK3,enables,GO:0004672,GO_REF:0000002,IEA,F,AGC kinase,YBR028C|putative protein kinase YPK3,protein,20210410,InterPro
S000000232,YPK3,enables,GO:0004674,GO_REF:0000002,IEA,F,AGC kinase,YBR028C|putative protein kinase YPK3,protein,20210410,InterPro
S000000232,YPK3,enables,GO:0004674,GO_REF:0000002,IEA,F,AGC kinase,YBR028C|putative protein kinase YPK3,protein,20210410,InterPro
S000003598,LAS21,enables,GO:0003824,GO_REF:0000002,IEA,F,Mannose-ethanolamine phosphotransferase,YJL062W|GPI7|mannose-ethanolamine phosphotransferase LAS21,protein,20210410,InterPro
S000003598,LAS21,involved_in,GO:0006506,GO_REF:0000041,IEA,P,Mannose-ethanolamine phosphotransferase,YJL062W|GPI7|mannose-ethanolamine phosphotransferase LAS21,protein,20210410,UniProt
S000003143,SAE2,located_in,GO:0005634,GO_REF:0000044,IEA,C,Endonuclease required for telomere elongation,YGL175C|COM1|ssDNA endodeoxyribonuclease SAE2,protein,20210410,UniProt
S000000232,YPK3,enables,GO:0004674,GO_REF:0000043,IEA,F,AGC kinase,YBR028C|putative protein kinase YPK3,protein,20210410,UniProt
S000000232,YPK3,enables,GO:0005524,GO_REF:0000002,IEA,F,AGC kinase,YBR028C|putative protein kinase YPK3,protein,20210410,InterPro
S000000232,YPK3,enables,GO:0005524,GO_REF:0000002,IEA,F,AGC kinase,YBR028C|putative protein kinase YPK3,protein,20210410,InterPro
S000000232,YPK3,enables,GO:0005524,GO_REF:0000002,IEA,F,AGC kinase,YBR028C|putative protein kinase YPK3,protein,20210410,InterPro
S000000232,YPK3,enables,GO:0005524,GO_REF:0000002,IEA,F,AGC kinase,YBR028C|putative protein kinase YPK3,protein,20210410,InterPro
S000000232,YPK3,enables,GO:0005524,GO_REF:0000043,IEA,F,AGC kinase,YBR028C|putative protein kinase YPK3,protein,20210410,UniProt
S000003143,SAE2,located_in,GO:0005737,GO_REF:0000043,IEA,C,Endonuclease required for telomere elongation,YGL175C|COM1|ssDNA endodeoxyribonuclease SAE2,protein,20210410,UniProt
S000003143,SAE2,located_in,GO:0005737,GO_REF:0000044,IEA,C,Endonuclease required for telomere elongation,YGL175C|COM1|ssDNA endodeoxyribonuclease SAE2,protein,20210410,UniProt
S000000232,YPK3,enables,GO:0016301,GO_REF:0000043,IEA,F,AGC kinase,YBR028C|putative protein kinase YPK3,protein,20210410,UniProt
S000003630,KHA1,enables,GO:0008324,GO_REF:0000002,IEA,F,Putative K+/H+ antiporter,YJL094C,protein,20210410,InterPro
S000003630,KHA1,enables,GO:0015299,GO_REF:0000002,IEA,F,Putative K+/H+ antiporter,YJL094C,protein,20210410,InterPro
S000003630,KHA1,involved_in,GO:0071805,GO_REF:0000108,IEA,P,Putative K+/H+ antiporter,YJL094C,protein,20210411,GOC
S000003630,KHA1,involved_in,GO:1902600,GO_REF:0000108,IEA,P,Putative K+/H+ antiporter,YJL094C,protein,20210411,GOC
S000003630,KHA1,located_in,GO:0016021,GO_REF:0000002,IEA,C,Putative K+/H+ antiporter,YJL094C,protein,20210410,InterPro
S000003630,KHA1,located_in,GO:0016021,GO_REF:0000002,IEA,C,Putative K+/H+ antiporter,YJL094C,protein,20210410,InterPro
S000003629,TOK1,enables,GO:0005267,GO_REF:0000002,IEA,F,Outward-rectifier potassium channel of the plasma membrane,YJL093C|DUK1|YKC1|YORK|YPK1,protein,20210410,InterPro
S000003629,TOK1,involved_in,GO:0071805,GO_REF:0000002,IEA,P,Outward-rectifier potassium channel of the plasma membrane,YJL093C|DUK1|YKC1|YORK|YPK1,protein,20210410,InterPro
S000003629,TOK1,located_in,GO:0016020,GO_REF:0000002,IEA,C,Outward-rectifier potassium channel of the plasma membrane,YJL093C|DUK1|YKC1|YORK|YPK1,protein,20210410,InterPro
S000005055,CYB5,enables,GO:0020037,GO_REF:0000002,IEA,F,Cytochrome b5,YNL111C,protein,20210410,InterPro
S000002520,PDS1,involved_in,GO:0051276,GO_REF:0000002,IEA,P,Securin,YDR113C|securin,protein,20210410,InterPro
S000000219,MNN2,involved_in,GO:0006486,GO_REF:0000002,IEA,P,"Alpha-1,2-mannosyltransferase","YBR015C|TTP1|LDB8|CRV4|alpha-1,2-mannosyltransferase MNN2",protein,20210410,InterPro
S000000219,MNN2,involved_in,GO:0006486,GO_REF:0000041,IEA,P,"Alpha-1,2-mannosyltransferase","YBR015C|TTP1|LDB8|CRV4|alpha-1,2-mannosyltransferase MNN2",protein,20210410,UniProt
S000000219,MNN2,located_in,GO:0000139,GO_REF:0000044,IEA,C,"Alpha-1,2-mannosyltransferase","YBR015C|TTP1|LDB8|CRV4|alpha-1,2-mannosyltransferase MNN2",protein,20210410,UniProt
S000000219,MNN2,located_in,GO:0005794,GO_REF:0000043,IEA,C,"Alpha-1,2-mannosyltransferase","YBR015C|TTP1|LDB8|CRV4|alpha-1,2-mannosyltransferase MNN2",protein,20210410,UniProt
S000002520,PDS1,located_in,GO:0005634,GO_REF:0000002,IEA,C,Securin,YDR113C|securin,protein,20210410,InterPro
S000000219,MNN2,located_in,GO:0016020,GO_REF:0000043,IEA,C,"Alpha-1,2-mannosyltransferase","YBR015C|TTP1|LDB8|CRV4|alpha-1,2-mannosyltransferase MNN2",protein,20210410,UniProt
S000001392,ASG1,enables,GO:0000981,GO_REF:0000002,IEA,F,Zinc cluster protein proposed to be a transcriptional regulator,YIL130W,protein,20210410,InterPro
S000001392,ASG1,enables,GO:0000981,GO_REF:0000002,IEA,F,Zinc cluster protein proposed to be a transcriptional regulator,YIL130W,protein,20210410,InterPro
S000001392,ASG1,enables,GO:0003677,GO_REF:0000002,IEA,F,Zinc cluster protein proposed to be a transcriptional regulator,YIL130W,protein,20210410,InterPro
S000003142,BUD13,involved_in,GO:0006397,GO_REF:0000043,IEA,P,Subunit of the RES complex,YGL174W|CWC26,protein,20210410,UniProt
S000003142,BUD13,involved_in,GO:0008380,GO_REF:0000043,IEA,P,Subunit of the RES complex,YGL174W|CWC26,protein,20210410,UniProt
S000003142,BUD13,located_in,GO:0005634,GO_REF:0000043,IEA,C,Subunit of the RES complex,YGL174W|CWC26,protein,20210410,UniProt
S000003142,BUD13,located_in,GO:0005634,GO_REF:0000044,IEA,C,Subunit of the RES complex,YGL174W|CWC26,protein,20210410,UniProt
S000003142,BUD13,part_of,GO:0005681,GO_REF:0000043,IEA,C,Subunit of the RES complex,YGL174W|CWC26,protein,20210410,UniProt
S000000232,YPK3,enables,GO:0016740,GO_REF:0000043,IEA,F,AGC kinase,YBR028C|putative protein kinase YPK3,protein,20210410,UniProt
S000000232,YPK3,involved_in,GO:0006468,GO_REF:0000002,IEA,P,AGC kinase,YBR028C|putative protein kinase YPK3,protein,20210410,InterPro
S000000232,YPK3,involved_in,GO:0006468,GO_REF:0000002,IEA,P,AGC kinase,YBR028C|putative protein kinase YPK3,protein,20210410,InterPro
S000000232,YPK3,involved_in,GO:0006468,GO_REF:0000002,IEA,P,AGC kinase,YBR028C|putative protein kinase YPK3,protein,20210410,InterPro
S000000232,YPK3,involved_in,GO:0006468,GO_REF:0000002,IEA,P,AGC kinase,YBR028C|putative protein kinase YPK3,protein,20210410,InterPro
S000000232,YPK3,involved_in,GO:0016310,GO_REF:0000043,IEA,P,AGC kinase,YBR028C|putative protein kinase YPK3,protein,20210410,UniProt
S000000232,YPK3,located_in,GO:0005737,GO_REF:0000043,IEA,C,AGC kinase,YBR028C|putative protein kinase YPK3,protein,20210410,UniProt
S000000232,YPK3,located_in,GO:0005737,GO_REF:0000044,IEA,C,AGC kinase,YBR028C|putative protein kinase YPK3,protein,20210410,UniProt
S000000230,ETR1,enables,GO:0003677,GO_REF:0000043,IEA,F,2-enoyl thioester reductase,YBR026C|MRF1'|MRF1|enoyl-[acyl-carrier-protein] reductase,protein,20210410,UniProt
S000000230,ETR1,enables,GO:0016491,GO_REF:0000043,IEA,F,2-enoyl thioester reductase,YBR026C|MRF1'|MRF1|enoyl-[acyl-carrier-protein] reductase,protein,20210410,UniProt
S000000230,ETR1,involved_in,GO:0006629,GO_REF:0000043,IEA,P,2-enoyl thioester reductase,YBR026C|MRF1'|MRF1|enoyl-[acyl-carrier-protein] reductase,protein,20210410,UniProt
S000003825,CCT5,enables,GO:0005524,GO_REF:0000002,IEA,F,Subunit of the cytosolic chaperonin Cct ring complex,YJR064W|TCP5|chaperonin-containing T-complex subunit CCT5,protein,20210410,InterPro
S000003825,CCT5,enables,GO:0005524,GO_REF:0000002,IEA,F,Subunit of the cytosolic chaperonin Cct ring complex,YJR064W|TCP5|chaperonin-containing T-complex subunit CCT5,protein,20210410,InterPro
S000003825,CCT5,enables,GO:0005524,GO_REF:0000002,IEA,F,Subunit of the cytosolic chaperonin Cct ring complex,YJR064W|TCP5|chaperonin-containing T-complex subunit CCT5,protein,20210410,InterPro
S000001433,YIL171W,located_in,GO:0016021,GO_REF:0000002,IEA,C,Possible pseudogene in strain S288C,YIL171W|HXT12,protein,20210410,InterPro
S000001396,FLX1,involved_in,GO:0035350,GO_REF:0000108,IEA,P,Mitochondrial flavin adenine dinucleotide transporter,YIL134W|flavin adenine dinucleotide transporter FLX1,protein,20210411,GOC
S000001396,FLX1,involved_in,GO:0055085,GO_REF:0000002,IEA,P,Mitochondrial flavin adenine dinucleotide transporter,YIL134W|flavin adenine dinucleotide transporter FLX1,protein,20210410,InterPro
S000001396,FLX1,involved_in,GO:0055085,GO_REF:0000002,IEA,P,Mitochondrial flavin adenine dinucleotide transporter,YIL134W|flavin adenine dinucleotide transporter FLX1,protein,20210410,InterPro
S000001394,CSM2,part_of,GO:0097196,GO_REF:0000002,IEA,C,Subunit of the Shu complex (aka PCSS complex),YIL132C,protein,20210410,InterPro
S000001393,FKH1,enables,GO:0003700,GO_REF:0000002,IEA,F,Forkhead family transcription factor,YIL131C|forkhead family transcription factor FKH1,protein,20210410,InterPro
S000001393,FKH1,enables,GO:0003700,GO_REF:0000002,IEA,F,Forkhead family transcription factor,YIL131C|forkhead family transcription factor FKH1,protein,20210410,InterPro
S000001393,FKH1,enables,GO:0003700,GO_REF:0000002,IEA,F,Forkhead family transcription factor,YIL131C|forkhead family transcription factor FKH1,protein,20210410,InterPro
S000001393,FKH1,enables,GO:0043565,GO_REF:0000002,IEA,F,Forkhead family transcription factor,YIL131C|forkhead family transcription factor FKH1,protein,20210410,InterPro
S000001393,FKH1,enables,GO:0043565,GO_REF:0000002,IEA,F,Forkhead family transcription factor,YIL131C|forkhead family transcription factor FKH1,protein,20210410,InterPro
S000001393,FKH1,enables,GO:0043565,GO_REF:0000002,IEA,F,Forkhead family transcription factor,YIL131C|forkhead family transcription factor FKH1,protein,20210410,InterPro
S000001393,FKH1,involved_in,GO:0006355,GO_REF:0000002,IEA,P,Forkhead family transcription factor,YIL131C|forkhead family transcription factor FKH1,protein,20210410,InterPro
S000001393,FKH1,involved_in,GO:0006355,GO_REF:0000002,IEA,P,Forkhead family transcription factor,YIL131C|forkhead family transcription factor FKH1,protein,20210410,InterPro
S000001393,FKH1,involved_in,GO:0006355,GO_REF:0000002,IEA,P,Forkhead family transcription factor,YIL131C|forkhead family transcription factor FKH1,protein,20210410,InterPro
S000000228,SCO2,located_in,GO:0005743,GO_REF:0000043,IEA,C,Protein anchored to mitochondrial inner membrane,YBR024W|putative thioredoxin peroxidase SCO2,protein,20210410,UniProt
S000000237,EDS1,involved_in,GO:0006355,GO_REF:0000002,IEA,P,"Putative zinc cluster protein, predicted to be a transcription factor",YBR033W,protein,20210410,InterPro
S000000237,EDS1,involved_in,GO:0006355,GO_REF:0000002,IEA,P,"Putative zinc cluster protein, predicted to be a transcription factor",YBR033W,protein,20210410,InterPro
S000000237,EDS1,involved_in,GO:0006357,GO_REF:0000108,IEA,P,"Putative zinc cluster protein, predicted to be a transcription factor",YBR033W,protein,20210411,GOC
S000000238,HMT1,involved_in,GO:0032259,GO_REF:0000043,IEA,P,Nuclear SAM-dependent mono- and asymmetric methyltransferase,YBR034C|HCP1|ODP1|RMT1|protein-arginine omega-N methyltransferase HMT1,protein,20210410,UniProt
S000000238,HMT1,involved_in,GO:0035246,GO_REF:0000108,IEA,P,Nuclear SAM-dependent mono- and asymmetric methyltransferase,YBR034C|HCP1|ODP1|RMT1|protein-arginine omega-N methyltransferase HMT1,protein,20210411,GOC
