gene_id,gene_name,full_name,qualifier,go_id,evidence,go_aspect,synonyms,date,assigned_by
S000004849,TAF9,Subunit (17 kDa) of TFIID and SAGA complexes,involved_in,GO:0006366,IDA,P,YMR236W|TAF17|TafII17|chromatin modification protein,20090818,SGD
S000004632,RSF1,Protein required for respiratory growth,involved_in,GO:0006366,IMP,P,YMR030W,20031014,SGD
S000004636,ARP9,Component of both the SWI/SNF and RSC chromatin remodeling complexes,involved_in,GO:0045944,IMP,P,YMR033W|RSC12|SWP59,20120216,SGD
S000003592,ZAP1,Zinc-regulated transcription factor,involved_in,GO:0006357,IMP,P,YJL056C|ZRG10,20191014,SGD
S000003592,ZAP1,Zinc-regulated transcription factor,involved_in,GO:0006357,IMP,P,YJL056C|ZRG10,20191014,SGD
S000003592,ZAP1,Zinc-regulated transcription factor,involved_in,GO:0006357,IMP,P,YJL056C|ZRG10,20191014,SGD
S000003592,ZAP1,Zinc-regulated transcription factor,involved_in,GO:0006357,IMP,P,YJL056C|ZRG10,20191014,SGD
S000003592,ZAP1,Zinc-regulated transcription factor,involved_in,GO:0006357,IMP,P,YJL056C|ZRG10,20191014,SGD
S000003592,ZAP1,Zinc-regulated transcription factor,involved_in,GO:0045944,IMP,P,YJL056C|ZRG10,20191014,SGD
S000006372,NUT2,Subunit of the RNA polymerase II mediator complex,involved_in,GO:0000122,IMP,P,YPR168W|MED10|mediator complex subunit NUT2,20110727,SGD
S000006372,NUT2,Subunit of the RNA polymerase II mediator complex,involved_in,GO:0000122,IGI,P,YPR168W|MED10|mediator complex subunit NUT2,20110727,SGD
S000006372,NUT2,Subunit of the RNA polymerase II mediator complex,involved_in,GO:0045944,IMP,P,YPR168W|MED10|mediator complex subunit NUT2,20110727,SGD
S000006337,SPN1,Protein involved in RNA polymerase II transcription,involved_in,GO:0006357,IGI,P,YPR133C|IWS1,20110826,SGD
S000006337,SPN1,Protein involved in RNA polymerase II transcription,involved_in,GO:0006357,IGI,P,YPR133C|IWS1,20110826,SGD
S000006337,SPN1,Protein involved in RNA polymerase II transcription,involved_in,GO:0006357,IGI,P,YPR133C|IWS1,20110826,SGD
S000006337,SPN1,Protein involved in RNA polymerase II transcription,involved_in,GO:0006357,IPI,P,YPR133C|IWS1,20110826,SGD
S000006337,SPN1,Protein involved in RNA polymerase II transcription,involved_in,GO:0006357,IPI,P,YPR133C|IWS1,20110826,SGD
S000006337,SPN1,Protein involved in RNA polymerase II transcription,involved_in,GO:0006357,IPI,P,YPR133C|IWS1,20110826,SGD
S000004774,MSS11,Transcription factor,involved_in,GO:0045944,IDA,P,YMR164C,20181024,SGD
S000006400,YPR196W,Putative maltose-responsive transcription factor,involved_in,GO:0006355,ISA,P,YPR196W|putative maltose-responsive transcription factor,20110420,SGD
S000006383,HDA3,Subunit of the HDA1 histone deacetylase complex,involved_in,GO:0000122,IMP,P,YPR179C|PLO1,20090515,SGD
S000002703,HDA2,Subunit of the HDA1 histone deacetylase complex,involved_in,GO:0000122,IMP,P,YDR295C|PLO2,20090515,SGD
S000002704,MHR1,Mitochondrial ribosomal protein of the large subunit,involved_in,GO:0006355,IPI,P,YDR296W|XTC1|mL67,20080103,SGD
S000002711,RSC3,Component of the RSC chromatin remodeling complex,involved_in,GO:0006355,IMP,P,YDR303C,20010625,SGD
S000004376,IKI3,Subunit of Elongator complex,involved_in,GO:0006357,IMP,P,YLR384C|KTI7|TOT1|ELP1|Elongator subunit IKI3,20020918,SGD
S000002232,BRE1,E3 ubiquitin ligase,involved_in,GO:0006366,IGI,P,YDL074C|E3 ubiquitin-protein ligase BRE1,20091111,SGD
S000002232,BRE1,E3 ubiquitin ligase,involved_in,GO:0006366,IPI,P,YDL074C|E3 ubiquitin-protein ligase BRE1,20091111,SGD
S000002238,THI3,Regulatory protein that binds Pdc2p and Thi2p transcription factors,involved_in,GO:0045944,IMP,P,YDL080C|KID1|branched-chain-2-oxoacid decarboxylase THI3,20060315,SGD
S000003646,GZF3,GATA zinc finger protein,enables,GO:0003700,IEA,F,YJL110C|DEH1|NIL2,20210410,InterPro
S000003646,GZF3,GATA zinc finger protein,involved_in,GO:0006355,IEA,P,YJL110C|DEH1|NIL2,20210410,InterPro
S000003646,GZF3,GATA zinc finger protein,involved_in,GO:0006355,IEA,P,YJL110C|DEH1|NIL2,20210410,InterPro
S000005388,YAP7,Transcriptional repressor of nitric oxide oxidase,involved_in,GO:0045944,ISS,P,YOL028C,20021031,SGD
S000005495,MED7,Subunit of the RNA polymerase II mediator complex,involved_in,GO:0000122,IMP,P,YOL135C|mediator complex subunit MED7,20110727,SGD
S000005495,MED7,Subunit of the RNA polymerase II mediator complex,involved_in,GO:0045944,IMP,P,YOL135C|mediator complex subunit MED7,20110727,SGD
S000005770,ESA1,Catalytic subunit of the histone acetyltransferase complex (NuA4),involved_in,GO:0006357,IMP,P,YOR244W|TAS1|KAT5|NuA4 histone acetyltransferase complex catalytic subunit ESA1,20020918,SGD
S000005907,RDR1,Transcriptional repressor involved in regulating multidrug resistance,enables,GO:0003700,IMP,F,YOR380W,20020617,SGD
S000006123,AFT2,Iron-regulated transcriptional activator,involved_in,GO:0045944,IDA,P,YPL202C,20120105,SGD
S000006123,AFT2,Iron-regulated transcriptional activator,involved_in,GO:0045944,IMP,P,YPL202C,20160808,SGD
S000006260,TFB4,Subunit of TFIIH complex,involved_in,GO:0006366,IDA,P,YPR056W|TFIIH/NER complex subunit TFB4,20100519,SGD
S000002574,TAF10,Subunit (145 kDa) of TFIID and SAGA complexes,involved_in,GO:0006366,IDA,P,YDR167W|TAF25|TAF23|TafII25,20090819,SGD
S000002574,TAF10,Subunit (145 kDa) of TFIID and SAGA complexes,involved_in,GO:0006366,IDA,P,YDR167W|TAF25|TAF23|TafII25,20090819,SGD
S000002574,TAF10,Subunit (145 kDa) of TFIID and SAGA complexes,involved_in,GO:0006366,IMP,P,YDR167W|TAF25|TAF23|TafII25,20090819,SGD
S000002661,MET32,Zinc-finger DNA-binding transcription factor,involved_in,GO:0000122,IMP,P,YDR253C,20130514,SGD
S000002661,MET32,Zinc-finger DNA-binding transcription factor,involved_in,GO:0006357,IDA,P,YDR253C,20110722,SGD
S000002661,MET32,Zinc-finger DNA-binding transcription factor,involved_in,GO:0006357,IGI,P,YDR253C,20110722,SGD
S000002661,MET32,Zinc-finger DNA-binding transcription factor,involved_in,GO:0045944,IMP,P,YDR253C,20130514,SGD
S000006175,HFI1,Adaptor protein required for structural integrity of the SAGA complex,involved_in,GO:0006366,IMP,P,YPL254W|ADA1|SUP110|GAN1|SRM12,20021114,SGD
S000004322,CHS5,Component of the exomer complex,involved_in,GO:0006355,IDA,P,YLR330W|CAL3,20071203,SGD
S000002163,MED2,Subunit of the RNA polymerase II mediator complex,involved_in,GO:0000122,IPI,P,YDL005C,20110907,SGD
S000002163,MED2,Subunit of the RNA polymerase II mediator complex,involved_in,GO:0045944,IDA,P,YDL005C,20110907,SGD
S000002621,UPC2,Sterol regulatory element binding protein,involved_in,GO:0045944,IMP,P,YDR213W|MOX4,20110623,SGD
S000005688,YRR1,Zn2-Cys6 zinc-finger transcription factor,involved_in,GO:0045944,IDA,P,YOR162C|PDR2,20160112,SGD
S000005449,HAL9,Putative transcription factor containing a zinc finger,involved_in,GO:0045944,IMP,P,YOL089C,20111214,SGD
S000005449,HAL9,Putative transcription factor containing a zinc finger,involved_in,GO:0045944,IMP,P,YOL089C,20111214,SGD
S000005755,WTM2,Transcriptional modulator,involved_in,GO:0045944,IDA,P,YOR229W|transcriptional modulator,20080321,SGD
S000005755,WTM2,Transcriptional modulator,involved_in,GO:0045944,IMP,P,YOR229W|transcriptional modulator,20080321,SGD
S000005755,WTM2,Transcriptional modulator,involved_in,GO:0045944,IGI,P,YOR229W|transcriptional modulator,20080321,SGD
S000006272,HOS1,Class I histone deacetylase (HDAC) family member,involved_in,GO:0045944,IMP,P,YPR068C|histone deacetylase|CST3,20090515,SGD
S000006010,RLM1,MADS-box transcription factor,involved_in,GO:0045944,IDA,P,YPL089C,20030318,SGD
S000006010,RLM1,MADS-box transcription factor,involved_in,GO:0045944,IMP,P,YPL089C,20140930,SGD
S000006010,RLM1,MADS-box transcription factor,involved_in,GO:0045944,IMP,P,YPL089C,20140930,SGD
S000006010,RLM1,MADS-box transcription factor,involved_in,GO:0045944,IDA,P,YPL089C,20120225,SGD
S000005932,TAF3,TFIID subunit (47 kDa),involved_in,GO:0006366,IDA,P,YPL011C|TAF47|TafII47,20090826,SGD
S000005932,TAF3,TFIID subunit (47 kDa),involved_in,GO:0006366,IDA,P,YPL011C|TAF47|TafII47,20090826,SGD
S000006274,MED1,Subunit of the RNA polymerase II mediator complex,involved_in,GO:0000122,IMP,P,YPR070W,20110727,SGD
S000006274,MED1,Subunit of the RNA polymerase II mediator complex,involved_in,GO:0045944,IMP,P,YPR070W,20110727,SGD
S000005698,YRM1,Zinc finger transcription factor involved in multidrug resistance,involved_in,GO:0006357,IDA,P,YOR172W,20110908,SGD
S000005698,YRM1,Zinc finger transcription factor involved in multidrug resistance,involved_in,GO:0006357,IMP,P,YOR172W,20110908,SGD
S000005700,MED4,Subunit of the RNA polymerase II mediator complex,involved_in,GO:0006366,IDA,P,YOR174W,20010118,SGD
S000005756,WTM1,Transcriptional modulator,involved_in,GO:0045944,IDA,P,YOR230W|transcriptional modulator,20080321,SGD
S000005756,WTM1,Transcriptional modulator,involved_in,GO:0045944,IMP,P,YOR230W|transcriptional modulator,20080321,SGD
S000005756,WTM1,Transcriptional modulator,involved_in,GO:0045944,IGI,P,YOR230W|transcriptional modulator,20080321,SGD
S000005558,HMS1,bHLH protein with similarity to myc-family transcription factors,enables,GO:0003700,ISS,F,YOR032C,20051108,SGD
S000006238,ARP7,Component of both the SWI/SNF and RSC chromatin remodeling complexes,involved_in,GO:0045944,IMP,P,YPR034W|RSC11|SWP61,20120216,SGD
S000006227,EAF3,Component of the Rpd3S histone deacetylase complex,involved_in,GO:0006357,IMP,P,YPR023C,20020918,SGD
S000005362,IZH2,Plasma membrane receptor for plant antifungal osmotin,involved_in,GO:0000122,IDA,P,YOL002C|PHO36|PAQR-type receptor,20130719,SGD
S000006156,RVB2,"ATP-dependent DNA helicase, also known as reptin",involved_in,GO:0006357,IMP,P,YPL235W|TIP49B|TIP48|TIH2|RuvB family ATP-dependent DNA helicase reptin,20020926,SGD
S000005947,SKS1,Putative serine/threonine protein kinase,involved_in,GO:0045944,IGI,P,YPL026C|SHA3|putative serine/threonine protein kinase SKS1,20021001,SGD
S000005372,HTZ1,Histone variant H2AZ,involved_in,GO:0006357,IMP,P,YOL012C|H2A.F/Z|H2AZ|HTA3|histone H2AZ,20010118,SGD
S000005372,HTZ1,Histone variant H2AZ,involved_in,GO:0006357,IGI,P,YOL012C|H2A.F/Z|H2AZ|HTA3|histone H2AZ,20010118,SGD
S000006234,CSR2,Nuclear ubiquitin protein ligase binding protein,involved_in,GO:0006357,IMP,P,YPR030W|ART8|MRG19,20030107,SGD
S000006234,CSR2,Nuclear ubiquitin protein ligase binding protein,involved_in,GO:0006357,IGI,P,YPR030W|ART8|MRG19,20030107,SGD
S000006212,HAA1,Transcriptional activator involved in adaptation to weak acid stress,involved_in,GO:0045944,IDA,P,YPR008W,20111212,SGD
S000006212,HAA1,Transcriptional activator involved in adaptation to weak acid stress,involved_in,GO:0045944,IMP,P,YPR008W,20111212,SGD
S000028518,ADF1,Transcriptional repressor encoded by the FYV5 antisense strand,involved_in,GO:0000122,IMP,P,YCL058W-A,20100310,SGD
S000007603,TFB5,Component of RNA polymerase II general transcription factor TFIIH,involved_in,GO:0006366,IDA,P,YDR079C-A|TFIIH complex subunit TFB5,20100519,SGD
S000028512,PCC1,Component of the EKC/KEOPS protein complex,involved_in,GO:0045944,IMP,P,YKR095W-A|chromatin DNA-binding EKC/KEOPS complex subunit PCC1,20060828,SGD
S000028510,SUS1,Component of both the SAGA histone acetylase and TREX-2 complexes,involved_in,GO:0045944,IMP,P,YBR111W-A,20040215,SGD
S000002805,NCB2,Subunit of a heterodimeric NC2 transcription regulator complex,involved_in,GO:0000122,IMP,P,YDR397C|YDR1|negative cofactor 2 transcription regulator complex subunit NCB2,20020918,SGD
S000002805,NCB2,Subunit of a heterodimeric NC2 transcription regulator complex,involved_in,GO:0000122,IGI,P,YDR397C|YDR1|negative cofactor 2 transcription regulator complex subunit NCB2,20131210,SGD
S000002805,NCB2,Subunit of a heterodimeric NC2 transcription regulator complex,involved_in,GO:0000122,IDA,P,YDR397C|YDR1|negative cofactor 2 transcription regulator complex subunit NCB2,20160112,SGD
S000002805,NCB2,Subunit of a heterodimeric NC2 transcription regulator complex,involved_in,GO:0000122,IDA,P,YDR397C|YDR1|negative cofactor 2 transcription regulator complex subunit NCB2,20160112,SGD
S000002805,NCB2,Subunit of a heterodimeric NC2 transcription regulator complex,involved_in,GO:0000122,IMP,P,YDR397C|YDR1|negative cofactor 2 transcription regulator complex subunit NCB2,20160112,SGD
S000002805,NCB2,Subunit of a heterodimeric NC2 transcription regulator complex,involved_in,GO:0000122,IDA,P,YDR397C|YDR1|negative cofactor 2 transcription regulator complex subunit NCB2,20131210,SGD
S000002805,NCB2,Subunit of a heterodimeric NC2 transcription regulator complex,involved_in,GO:0045944,IDA,P,YDR397C|YDR1|negative cofactor 2 transcription regulator complex subunit NCB2,20160112,SGD
S000004718,MED11,Subunit of the RNA polymerase II mediator complex,involved_in,GO:0000122,IMP,P,YMR112C,20110815,SGD
S000004718,MED11,Subunit of the RNA polymerase II mediator complex,involved_in,GO:0045944,IMP,P,YMR112C,20110815,SGD
S000132612,ICR1,Long intergenic regulatory ncRNA,involved_in,GO:0006357,IDA,P,ICR1,20110609,SGD
S000132612,ICR1,Long intergenic regulatory ncRNA,involved_in,GO:0006357,IMP,P,ICR1,20110609,SGD
S000132612,ICR1,Long intergenic regulatory ncRNA,involved_in,GO:0006357,IGI,P,ICR1,20110609,SGD
S000132614,PWR1,Intergenic regulatory ncRNA,involved_in,GO:0006357,IDA,P,PWR1,20111028,SGD
S000132614,PWR1,Intergenic regulatory ncRNA,involved_in,GO:0006357,IMP,P,PWR1,20111028,SGD
S000005476,MSN1,Transcriptional activator,involved_in,GO:0045944,IMP,P,YOL116W|FUP1|HRB382|MSS10|PHD2,20200512,SGD
S000005476,MSN1,Transcriptional activator,involved_in,GO:0045944,IMP,P,YOL116W|FUP1|HRB382|MSS10|PHD2,20200512,SGD
S000005476,MSN1,Transcriptional activator,involved_in,GO:0045944,IGI,P,YOL116W|FUP1|HRB382|MSS10|PHD2,20200512,SGD
S000005476,MSN1,Transcriptional activator,involved_in,GO:0045944,IMP,P,YOL116W|FUP1|HRB382|MSS10|PHD2,20200512,SGD
S000004103,HOG1,Mitogen-activated protein kinase involved in osmoregulation,involved_in,GO:0006357,IDA,P,YLR113W|SSK3|mitogen-activated protein kinase HOG1,20200512,SGD
S000004103,HOG1,Mitogen-activated protein kinase involved in osmoregulation,involved_in,GO:0045944,IMP,P,YLR113W|SSK3|mitogen-activated protein kinase HOG1,20200512,SGD
S000004103,HOG1,Mitogen-activated protein kinase involved in osmoregulation,involved_in,GO:0045944,IMP,P,YLR113W|SSK3|mitogen-activated protein kinase HOG1,20200512,SGD
S000004103,HOG1,Mitogen-activated protein kinase involved in osmoregulation,involved_in,GO:0045944,IMP,P,YLR113W|SSK3|mitogen-activated protein kinase HOG1,20200512,SGD
S000004103,HOG1,Mitogen-activated protein kinase involved in osmoregulation,involved_in,GO:0045944,IMP,P,YLR113W|SSK3|mitogen-activated protein kinase HOG1,20200512,SGD
S000004103,HOG1,Mitogen-activated protein kinase involved in osmoregulation,involved_in,GO:0045944,IMP,P,YLR113W|SSK3|mitogen-activated protein kinase HOG1,20200512,SGD
S000004103,HOG1,Mitogen-activated protein kinase involved in osmoregulation,involved_in,GO:0045944,IMP,P,YLR113W|SSK3|mitogen-activated protein kinase HOG1,20200512,SGD
S000004103,HOG1,Mitogen-activated protein kinase involved in osmoregulation,involved_in,GO:0045944,IMP,P,YLR113W|SSK3|mitogen-activated protein kinase HOG1,20200512,SGD
S000004103,HOG1,Mitogen-activated protein kinase involved in osmoregulation,involved_in,GO:0045944,IMP,P,YLR113W|SSK3|mitogen-activated protein kinase HOG1,20200512,SGD
S000004640,MSN2,Stress-responsive transcriptional activator,involved_in,GO:0045944,IGI,P,YMR037C|stress-responsive transcriptional activator MSN2,20200512,SGD
S000004640,MSN2,Stress-responsive transcriptional activator,involved_in,GO:0045944,IGI,P,YMR037C|stress-responsive transcriptional activator MSN2,20200512,SGD
S000004640,MSN2,Stress-responsive transcriptional activator,involved_in,GO:0045944,IGI,P,YMR037C|stress-responsive transcriptional activator MSN2,20200512,SGD
S000004640,MSN2,Stress-responsive transcriptional activator,involved_in,GO:0045944,IGI,P,YMR037C|stress-responsive transcriptional activator MSN2,20200512,SGD
S000004640,MSN2,Stress-responsive transcriptional activator,involved_in,GO:0045944,IGI,P,YMR037C|stress-responsive transcriptional activator MSN2,20200512,SGD
S000003639,GSM1,Putative zinc cluster protein of unknown function,involved_in,GO:0006355,IEA,P,YJL103C,20210410,InterPro
S000003639,GSM1,Putative zinc cluster protein of unknown function,involved_in,GO:0006355,IEA,P,YJL103C,20210410,InterPro
S000004972,CRZ1,"Transcription factor, activates transcription of stress response genes",involved_in,GO:0045944,IDA,P,YNL027W|HAL8|TCN1|DNA-binding transcription factor CRZ1,20200512,SGD
S000004972,CRZ1,"Transcription factor, activates transcription of stress response genes",involved_in,GO:0045944,IMP,P,YNL027W|HAL8|TCN1|DNA-binding transcription factor CRZ1,20200512,SGD
S000004972,CRZ1,"Transcription factor, activates transcription of stress response genes",involved_in,GO:0045944,IMP,P,YNL027W|HAL8|TCN1|DNA-binding transcription factor CRZ1,20200512,SGD
S000004972,CRZ1,"Transcription factor, activates transcription of stress response genes",involved_in,GO:0045944,IMP,P,YNL027W|HAL8|TCN1|DNA-binding transcription factor CRZ1,20200512,SGD
S000004972,CRZ1,"Transcription factor, activates transcription of stress response genes",involved_in,GO:0045944,IMP,P,YNL027W|HAL8|TCN1|DNA-binding transcription factor CRZ1,20200512,SGD
S000004972,CRZ1,"Transcription factor, activates transcription of stress response genes",involved_in,GO:0045944,IDA,P,YNL027W|HAL8|TCN1|DNA-binding transcription factor CRZ1,20200512,SGD
S000004972,CRZ1,"Transcription factor, activates transcription of stress response genes",involved_in,GO:0045944,IMP,P,YNL027W|HAL8|TCN1|DNA-binding transcription factor CRZ1,20200512,SGD
S000004674,MOT3,"Transcriptional repressor, activator",involved_in,GO:0045944,IMP,P,YMR070W|ROX7|[MOT3+]|[MOT3],20200512,SGD
S000004674,MOT3,"Transcriptional repressor, activator",involved_in,GO:0045944,IMP,P,YMR070W|ROX7|[MOT3+]|[MOT3],20200512,SGD
S000004674,MOT3,"Transcriptional repressor, activator",involved_in,GO:0045944,IMP,P,YMR070W|ROX7|[MOT3+]|[MOT3],20200512,SGD
S000004674,MOT3,"Transcriptional repressor, activator",involved_in,GO:0045944,IMP,P,YMR070W|ROX7|[MOT3+]|[MOT3],20200512,SGD
S000004674,MOT3,"Transcriptional repressor, activator",involved_in,GO:0045944,IMP,P,YMR070W|ROX7|[MOT3+]|[MOT3],20200512,SGD
S000005111,SKO1,Basic leucine zipper transcription factor of the ATF/CREB family,involved_in,GO:0045944,IMP,P,YNL167C|ACR1,20200512,SGD
S000005111,SKO1,Basic leucine zipper transcription factor of the ATF/CREB family,involved_in,GO:0045944,IMP,P,YNL167C|ACR1,20200512,SGD
S000005111,SKO1,Basic leucine zipper transcription factor of the ATF/CREB family,involved_in,GO:0045944,IGI,P,YNL167C|ACR1,20200512,SGD
S000005111,SKO1,Basic leucine zipper transcription factor of the ATF/CREB family,involved_in,GO:0045944,IMP,P,YNL167C|ACR1,20200512,SGD
S000005111,SKO1,Basic leucine zipper transcription factor of the ATF/CREB family,involved_in,GO:0045944,IGI,P,YNL167C|ACR1,20200512,SGD
S000005111,SKO1,Basic leucine zipper transcription factor of the ATF/CREB family,involved_in,GO:0045944,IDA,P,YNL167C|ACR1,20200512,SGD
S000005111,SKO1,Basic leucine zipper transcription factor of the ATF/CREB family,involved_in,GO:0045944,IMP,P,YNL167C|ACR1,20200512,SGD
S000004783,HOT1,Transcription factor for glycerol biosynthetic genes,involved_in,GO:0045944,IGI,P,YMR172W,20200512,SGD
S000004783,HOT1,Transcription factor for glycerol biosynthetic genes,involved_in,GO:0045944,IGI,P,YMR172W,20200512,SGD
S000004783,HOT1,Transcription factor for glycerol biosynthetic genes,involved_in,GO:0045944,IGI,P,YMR172W,20200512,SGD
S000006151,USV1,Putative transcription factor containing a C2H2 zinc finger,involved_in,GO:0006357,IMP,P,YPL230W|NSF1,20200512,SGD
S000001863,HAC1,Basic leucine zipper (bZIP) transcription factor (ATF/CREB1 homolog),involved_in,GO:0045944,IEA,P,YFL031W|ERN4|IRE15|transcription factor HAC1,20210410,InterPro
S000000986,TOG1,Transcriptional activator of oleate genes,involved_in,GO:0006355,IEA,P,YER184C,20210410,InterPro
S000000986,TOG1,Transcriptional activator of oleate genes,involved_in,GO:0006355,IEA,P,YER184C,20210410,InterPro
S000000847,ACA1,ATF/CREB family basic leucine zipper (bZIP) transcription factor,involved_in,GO:0006355,IEA,P,YER045C,20210410,InterPro
S000000781,POL5,Protein involved in 60S assembly and pre-40S AFs recycling,involved_in,GO:0006355,IEA,P,YEL055C|DNA-directed DNA polymerase,20210410,InterPro
S000004565,ARG81,Zinc finger transcription factor involved in arginine-responsive genes,involved_in,GO:0006357,IEA,P,YML099C|ARGRII|ARGR2,20210411,GOC
S000000824,SRB4,Subunit of the RNA polymerase II mediator complex,involved_in,GO:0006357,IEA,P,YER022W|MED17,20210410,InterPro
S000000457,SRB6,Subunit of the RNA polymerase II mediator complex,involved_in,GO:0006357,IEA,P,YBR253W|MED22,20210410,InterPro
S000000457,SRB6,Subunit of the RNA polymerase II mediator complex,involved_in,GO:0006357,IEA,P,YBR253W|MED22,20210410,InterPro
S000003336,SRB5,Subunit of the RNA polymerase II mediator complex,involved_in,GO:0006357,IEA,P,YGR104C|MED18,20210410,InterPro
S000001098,RSC30,Component of the RSC chromatin remodeling complex,involved_in,GO:0006357,IEA,P,YHR056C,20210411,GOC
S000001870,EPL1,"Subunit of NuA4, an essential histone H4/H2A acetyltransferase complex",involved_in,GO:0006357,IEA,P,YFL024C,20210410,InterPro
S000001384,POG1,DNA-binding transcriptional activator,involved_in,GO:0045944,IMP,P,YIL122W,20170228,SGD
S000001384,POG1,DNA-binding transcriptional activator,involved_in,GO:0045944,IMP,P,YIL122W,20170227,SGD
S000001384,POG1,DNA-binding transcriptional activator,involved_in,GO:0045944,IMP,P,YIL122W,20170227,SGD
S000001384,POG1,DNA-binding transcriptional activator,involved_in,GO:0045944,IMP,P,YIL122W,20170227,SGD
S000005274,RPD3,"Histone deacetylase, component of both the Rpd3S and Rpd3L complexes",involved_in,GO:0000122,IMP,P,YNL330C|MOF6|REC3|SDI2|SDS6|histone deacetylase RPD3,20170915,SGD
S000002615,UME6,Rpd3L histone deacetylase complex subunit,involved_in,GO:0000122,IMP,P,YDR207C|CAR80|NIM2|RIM16|DNA-binding transcriptional regulator UME6,20170915,SGD
S000005041,PHO23,Component of the Rpd3L histone deacetylase complex,involved_in,GO:0000122,IMP,P,YNL097C,20170915,SGD
S000003677,YAK1,Serine-threonine protein kinase,involved_in,GO:0045944,IMP,P,YJL141C|serine/threonine protein kinase YAK1,20171017,SGD
S000001861,RIM15,Protein kinase involved in cell proliferation in response to nutrients,involved_in,GO:0045944,IMP,P,YFL033C|TAK1|protein kinase RIM15,20171017,SGD
S000001861,RIM15,Protein kinase involved in cell proliferation in response to nutrients,involved_in,GO:0045944,IMP,P,YFL033C|TAK1|protein kinase RIM15,20171017,SGD
S000000316,CYC8,General transcriptional co-repressor,involved_in,GO:0045944,IMP,P,YBR112C|[OCT1+]|[OCT]|CRT8|SSN6|transcription regulator CYC8,20171116,SGD
S000000316,CYC8,General transcriptional co-repressor,involved_in,GO:0045944,IMP,P,YBR112C|[OCT1+]|[OCT]|CRT8|SSN6|transcription regulator CYC8,20171116,SGD
S000000316,CYC8,General transcriptional co-repressor,involved_in,GO:0045944,IMP,P,YBR112C|[OCT1+]|[OCT]|CRT8|SSN6|transcription regulator CYC8,20171116,SGD
S000000316,CYC8,General transcriptional co-repressor,involved_in,GO:0045944,IMP,P,YBR112C|[OCT1+]|[OCT]|CRT8|SSN6|transcription regulator CYC8,20171116,SGD
S000000316,CYC8,General transcriptional co-repressor,involved_in,GO:0045944,IMP,P,YBR112C|[OCT1+]|[OCT]|CRT8|SSN6|transcription regulator CYC8,20171116,SGD
S000000316,CYC8,General transcriptional co-repressor,involved_in,GO:0045944,IMP,P,YBR112C|[OCT1+]|[OCT]|CRT8|SSN6|transcription regulator CYC8,20171116,SGD
S000000316,CYC8,General transcriptional co-repressor,involved_in,GO:0045944,IMP,P,YBR112C|[OCT1+]|[OCT]|CRT8|SSN6|transcription regulator CYC8,20171116,SGD
S000000316,CYC8,General transcriptional co-repressor,involved_in,GO:0045944,IMP,P,YBR112C|[OCT1+]|[OCT]|CRT8|SSN6|transcription regulator CYC8,20171116,SGD
S000000680,TUP1,"General repressor of transcription, forms complex with Cyc8p",involved_in,GO:0045944,IMP,P,YCR084C|AAR1|AER2|AMM1|CRT4|CYC9|FLK1|ROX4|SFL2|UMR7|chromatin-silencing transcriptional regulator TUP1,20171116,SGD
S000000680,TUP1,"General repressor of transcription, forms complex with Cyc8p",involved_in,GO:0045944,IMP,P,YCR084C|AAR1|AER2|AMM1|CRT4|CYC9|FLK1|ROX4|SFL2|UMR7|chromatin-silencing transcriptional regulator TUP1,20171116,SGD
S000000680,TUP1,"General repressor of transcription, forms complex with Cyc8p",involved_in,GO:0045944,IMP,P,YCR084C|AAR1|AER2|AMM1|CRT4|CYC9|FLK1|ROX4|SFL2|UMR7|chromatin-silencing transcriptional regulator TUP1,20171116,SGD
S000000680,TUP1,"General repressor of transcription, forms complex with Cyc8p",involved_in,GO:0045944,IMP,P,YCR084C|AAR1|AER2|AMM1|CRT4|CYC9|FLK1|ROX4|SFL2|UMR7|chromatin-silencing transcriptional regulator TUP1,20171116,SGD
S000000680,TUP1,"General repressor of transcription, forms complex with Cyc8p",involved_in,GO:0045944,IMP,P,YCR084C|AAR1|AER2|AMM1|CRT4|CYC9|FLK1|ROX4|SFL2|UMR7|chromatin-silencing transcriptional regulator TUP1,20171116,SGD
S000000680,TUP1,"General repressor of transcription, forms complex with Cyc8p",involved_in,GO:0045944,IMP,P,YCR084C|AAR1|AER2|AMM1|CRT4|CYC9|FLK1|ROX4|SFL2|UMR7|chromatin-silencing transcriptional regulator TUP1,20171116,SGD
S000000680,TUP1,"General repressor of transcription, forms complex with Cyc8p",involved_in,GO:0045944,IMP,P,YCR084C|AAR1|AER2|AMM1|CRT4|CYC9|FLK1|ROX4|SFL2|UMR7|chromatin-silencing transcriptional regulator TUP1,20171116,SGD
S000000680,TUP1,"General repressor of transcription, forms complex with Cyc8p",involved_in,GO:0045944,IMP,P,YCR084C|AAR1|AER2|AMM1|CRT4|CYC9|FLK1|ROX4|SFL2|UMR7|chromatin-silencing transcriptional regulator TUP1,20171116,SGD
S000001048,STP2,Transcription factor,involved_in,GO:0045944,IMP,P,YHR006W,20171116,SGD
S000001048,STP2,Transcription factor,involved_in,GO:0045944,IMP,P,YHR006W,20171116,SGD
S000001048,STP2,Transcription factor,involved_in,GO:0045944,IMP,P,YHR006W,20171116,SGD
S000001048,STP2,Transcription factor,involved_in,GO:0045944,IMP,P,YHR006W,20171116,SGD
S000001048,STP2,Transcription factor,involved_in,GO:0045944,IMP,P,YHR006W,20171116,SGD
