assembly_id,annotation_type,species_name,gff3_archive_path,pep_archive_path,cds_archive_path,genome_archive_path,is_reference
alloascoidea_hylecoeti,final,Alloascoidea hylecoeti,y1000p_gff3_files/alloascoidea_hylecoeti.final.gff3,y1000p_pep_files/alloascoidea_hylecoeti.final.pep,y1000p_cds_files/alloascoidea_hylecoeti.final.cds.tar.gz,y1000p_genome_files/alloascoidea_hylecoeti.fas.gz,False
arxula_adeninivorans,final,Arxula adeninivorans,y1000p_gff3_files/arxula_adeninivorans.final.gff3,y1000p_pep_files/arxula_adeninivorans.final.pep,y1000p_cds_files/arxula_adeninivorans.final.cds.tar.gz,y1000p_genome_files/arxula_adeninivorans.fas.gz,False
ashbya_aceri,final,Ashbya aceri,y1000p_gff3_files/ashbya_aceri.final.gff3,y1000p_pep_files/ashbya_aceri.final.pep,y1000p_cds_files/ashbya_aceri.final.cds.tar.gz,y1000p_genome_files/ashbya_aceri.fas.gz,False
brettanomyces_anomalus,final,Brettanomyces anomalus,y1000p_gff3_files/brettanomyces_anomalus.final.gff3,y1000p_pep_files/brettanomyces_anomalus.final.pep,y1000p_cds_files/brettanomyces_anomalus.final.cds.tar.gz,y1000p_genome_files/brettanomyces_anomalus.fas.gz,False
candida_albicans,cgd,Candida albicans,y1000p_gff3_files/candida_albicans.cgd.gff3,y1000p_pep_files/candida_albicans.cgd.pep,,y1000p_genome_files/candida_albicans.fas.gz,False
candida_albicans,final,Candida albicans,y1000p_gff3_files/candida_albicans.final.gff3,y1000p_pep_files/candida_albicans.final.pep,y1000p_cds_files/candida_albicans.final.cds.tar.gz,y1000p_genome_files/candida_albicans.fas.gz,False
candida_apicola,final,Candida apicola,y1000p_gff3_files/candida_apicola.final.gff3,y1000p_pep_files/candida_apicola.final.pep,y1000p_cds_files/candida_apicola.final.cds.tar.gz,y1000p_genome_files/candida_apicola.fas.gz,False
candida_auris,final,Candida auris,y1000p_gff3_files/candida_auris.final.gff3,y1000p_pep_files/candida_auris.final.pep,y1000p_cds_files/candida_auris.final.cds.tar.gz,y1000p_genome_files/candida_auris.fas.gz,False
candida_dubliniensis,final,Candida dubliniensis,y1000p_gff3_files/candida_dubliniensis.final.gff3,y1000p_pep_files/candida_dubliniensis.final.pep,y1000p_cds_files/candida_dubliniensis.final.cds.tar.gz,y1000p_genome_files/candida_dubliniensis.fas.gz,False
candida_infanticola,final,Candida infanticola,y1000p_gff3_files/candida_infanticola.final.gff3,y1000p_pep_files/candida_infanticola.final.pep,y1000p_cds_files/candida_infanticola.final.cds.tar.gz,y1000p_genome_files/candida_infanticola.fas.gz,False
candida_orthopsilosis,final,Candida orthopsilosis,y1000p_gff3_files/candida_orthopsilosis.final.gff3,y1000p_pep_files/candida_orthopsilosis.final.pep,y1000p_cds_files/candida_orthopsilosis.final.cds.tar.gz,y1000p_genome_files/candida_orthopsilosis.fas.gz,False
candida_parapsilosis,final,Candida parapsilosis,y1000p_gff3_files/candida_parapsilosis.final.gff3,y1000p_pep_files/candida_parapsilosis.final.pep,y1000p_cds_files/candida_parapsilosis.final.cds.tar.gz,y1000p_genome_files/candida_parapsilosis.fas.gz,False
candida_psychrophila,final,Candida psychrophila,y1000p_gff3_files/candida_psychrophila.final.gff3,y1000p_pep_files/candida_psychrophila.final.pep,y1000p_cds_files/candida_psychrophila.final.cds.tar.gz,y1000p_genome_files/candida_psychrophila.fas.gz,False
candida_sojae,final,Candida sojae,y1000p_gff3_files/candida_sojae.final.gff3,y1000p_pep_files/candida_sojae.final.pep,y1000p_cds_files/candida_sojae.final.cds.tar.gz,y1000p_genome_files/candida_sojae.fas.gz,False
candida_tropicalis,final,Candida tropicalis,y1000p_gff3_files/candida_tropicalis.final.gff3,y1000p_pep_files/candida_tropicalis.final.pep,y1000p_cds_files/candida_tropicalis.final.cds.tar.gz,y1000p_genome_files/candida_tropicalis.fas.gz,False
candida_versatilis,final,Candida versatilis,y1000p_gff3_files/candida_versatilis.final.gff3,y1000p_pep_files/candida_versatilis.final.pep,y1000p_cds_files/candida_versatilis.final.cds.tar.gz,y1000p_genome_files/candida_versatilis.fas.gz,False
clavispora_lusitaniae,final,Clavispora lusitaniae,y1000p_gff3_files/clavispora_lusitaniae.final.gff3,y1000p_pep_files/clavispora_lusitaniae.final.pep,y1000p_cds_files/clavispora_lusitaniae.final.cds.tar.gz,y1000p_genome_files/clavispora_lusitaniae.fas.gz,False
eremothecium_coryli,final,Eremothecium coryli,y1000p_gff3_files/eremothecium_coryli.final.gff3,y1000p_pep_files/eremothecium_coryli.final.pep,y1000p_cds_files/eremothecium_coryli.final.cds.tar.gz,y1000p_genome_files/eremothecium_coryli.fas.gz,False
eremothecium_cymbalariae,final,Eremothecium cymbalariae,y1000p_gff3_files/eremothecium_cymbalariae.final.gff3,y1000p_pep_files/eremothecium_cymbalariae.final.pep,y1000p_cds_files/eremothecium_cymbalariae.final.cds.tar.gz,y1000p_genome_files/eremothecium_cymbalariae.fas.gz,False
eremothecium_gossypii,final,Eremothecium gossypii,y1000p_gff3_files/eremothecium_gossypii.final.gff3,y1000p_pep_files/eremothecium_gossypii.final.pep,y1000p_cds_files/eremothecium_gossypii.final.cds.tar.gz,y1000p_genome_files/eremothecium_gossypii.fas.gz,False
eremothecium_sinecaudum,final,Eremothecium sinecaudum,y1000p_gff3_files/eremothecium_sinecaudum.final.gff3,y1000p_pep_files/eremothecium_sinecaudum.final.pep,y1000p_cds_files/eremothecium_sinecaudum.final.cds.tar.gz,y1000p_genome_files/eremothecium_sinecaudum.fas.gz,False
geotrichum_candidum,final,Geotrichum candidum,y1000p_gff3_files/geotrichum_candidum.final.gff3,y1000p_pep_files/geotrichum_candidum.final.pep,y1000p_cds_files/geotrichum_candidum.final.cds.tar.gz,y1000p_genome_files/geotrichum_candidum.fas.gz,False
hanseniaspora_gamundiae,final,Hanseniaspora gamundiae,y1000p_gff3_files/hanseniaspora_gamundiae.final.gff3,y1000p_pep_files/hanseniaspora_gamundiae.final.pep,y1000p_cds_files/hanseniaspora_gamundiae.final.cds.tar.gz,y1000p_genome_files/hanseniaspora_gamundiae.fas.gz,False
hanseniaspora_uvarum,final,Hanseniaspora uvarum,y1000p_gff3_files/hanseniaspora_uvarum.final.gff3,y1000p_pep_files/hanseniaspora_uvarum.final.pep,y1000p_cds_files/hanseniaspora_uvarum.final.cds.tar.gz,y1000p_genome_files/hanseniaspora_uvarum.fas.gz,False
hansenula_polymorpha,final,Hansenula polymorpha,y1000p_gff3_files/hansenula_polymorpha.final.gff3,y1000p_pep_files/hansenula_polymorpha.final.pep,y1000p_cds_files/hansenula_polymorpha.final.cds.tar.gz,y1000p_genome_files/hansenula_polymorpha.fas.gz,False
kazachstania_naganishii,final,Kazachstania naganishii,y1000p_gff3_files/kazachstania_naganishii.final.gff3,y1000p_pep_files/kazachstania_naganishii.final.pep,y1000p_cds_files/kazachstania_naganishii.final.cds.tar.gz,y1000p_genome_files/kazachstania_naganishii.fas.gz,False
kluyveromyces_aestuarii,final,Kluyveromyces aestuarii,y1000p_gff3_files/kluyveromyces_aestuarii.final.gff3,y1000p_pep_files/kluyveromyces_aestuarii.final.pep,y1000p_cds_files/kluyveromyces_aestuarii.final.cds.tar.gz,y1000p_genome_files/kluyveromyces_aestuarii.fas.gz,False
kluyveromyces_lactis,final,Kluyveromyces lactis,y1000p_gff3_files/kluyveromyces_lactis.final.gff3,y1000p_pep_files/kluyveromyces_lactis.final.pep,y1000p_cds_files/kluyveromyces_lactis.final.cds.tar.gz,y1000p_genome_files/kluyveromyces_lactis.fas.gz,False
kluyveromyces_marxianus,final,Kluyveromyces marxianus,y1000p_gff3_files/kluyveromyces_marxianus.final.gff3,y1000p_pep_files/kluyveromyces_marxianus.final.pep,y1000p_cds_files/kluyveromyces_marxianus.final.cds.tar.gz,y1000p_genome_files/kluyveromyces_marxianus.fas.gz,False
komagataella_pastoris,final,Komagataella pastoris,y1000p_gff3_files/komagataella_pastoris.final.gff3,y1000p_pep_files/komagataella_pastoris.final.pep,y1000p_cds_files/komagataella_pastoris.final.cds.tar.gz,y1000p_genome_files/komagataella_pastoris.fas.gz,False
komagataella_phaffi,final,Komagataella phaffi,y1000p_gff3_files/komagataella_phaffi.final.gff3,y1000p_pep_files/komagataella_phaffi.final.pep,y1000p_cds_files/komagataella_phaffi.final.cds.tar.gz,y1000p_genome_files/komagataella_phaffi.fas.gz,False
lachancea_cidri,final,Lachancea cidri,y1000p_gff3_files/lachancea_cidri.final.gff3,y1000p_pep_files/lachancea_cidri.final.pep,y1000p_cds_files/lachancea_cidri.final.cds.tar.gz,y1000p_genome_files/lachancea_cidri.fas.gz,False
lachancea_fantastica,final,Lachancea fantastica,y1000p_gff3_files/lachancea_fantastica.final.gff3,y1000p_pep_files/lachancea_fantastica.final.pep,y1000p_cds_files/lachancea_fantastica.final.cds.tar.gz,y1000p_genome_files/lachancea_fantastica.fas.gz,False
magnusiomyces_ingens,final,Magnusiomyces ingens,y1000p_gff3_files/magnusiomyces_ingens.final.gff3,y1000p_pep_files/magnusiomyces_ingens.final.pep,y1000p_cds_files/magnusiomyces_ingens.final.cds.tar.gz,y1000p_genome_files/magnusiomyces_ingens.fas.gz,False
metschnikowia_arizonensis,final,Metschnikowia arizonensis,y1000p_gff3_files/metschnikowia_arizonensis.final.gff3,y1000p_pep_files/metschnikowia_arizonensis.final.pep,y1000p_cds_files/metschnikowia_arizonensis.final.cds.tar.gz,y1000p_genome_files/metschnikowia_arizonensis.fas.gz,False
metschnikowia_drakensbergensis,final,Metschnikowia drakensbergensis,y1000p_gff3_files/metschnikowia_drakensbergensis.final.gff3,y1000p_pep_files/metschnikowia_drakensbergensis.final.pep,y1000p_cds_files/metschnikowia_drakensbergensis.final.cds.tar.gz,y1000p_genome_files/metschnikowia_drakensbergensis.fas.gz,False
metschnikowia_hawaiiensis,final,Metschnikowia hawaiiensis,y1000p_gff3_files/metschnikowia_hawaiiensis.final.gff3,y1000p_pep_files/metschnikowia_hawaiiensis.final.pep,y1000p_cds_files/metschnikowia_hawaiiensis.final.cds.tar.gz,y1000p_genome_files/metschnikowia_hawaiiensis.fas.gz,False
metschnikowia_kamakouana,final,Metschnikowia kamakouana,y1000p_gff3_files/metschnikowia_kamakouana.final.gff3,y1000p_pep_files/metschnikowia_kamakouana.final.pep,y1000p_cds_files/metschnikowia_kamakouana.final.cds.tar.gz,y1000p_genome_files/metschnikowia_kamakouana.fas.gz,False
metschnikowia_mauinuiana,final,Metschnikowia mauinuiana,y1000p_gff3_files/metschnikowia_mauinuiana.final.gff3,y1000p_pep_files/metschnikowia_mauinuiana.final.pep,y1000p_cds_files/metschnikowia_mauinuiana.final.cds.tar.gz,y1000p_genome_files/metschnikowia_mauinuiana.fas.gz,False
metschnikowia_santaceciliae,final,Metschnikowia santaceciliae,y1000p_gff3_files/metschnikowia_santaceciliae.final.gff3,y1000p_pep_files/metschnikowia_santaceciliae.final.pep,y1000p_cds_files/metschnikowia_santaceciliae.final.cds.tar.gz,y1000p_genome_files/metschnikowia_santaceciliae.fas.gz,False
metschnikowia_similis,final,Metschnikowia similis,y1000p_gff3_files/metschnikowia_similis.final.gff3,y1000p_pep_files/metschnikowia_similis.final.pep,y1000p_cds_files/metschnikowia_similis.final.cds.tar.gz,y1000p_genome_files/metschnikowia_similis.fas.gz,False
meyerozyma_guilliermondii,final,Meyerozyma guilliermondii,y1000p_gff3_files/meyerozyma_guilliermondii.final.gff3,y1000p_pep_files/meyerozyma_guilliermondii.final.pep,y1000p_cds_files/meyerozyma_guilliermondii.final.cds.tar.gz,y1000p_genome_files/meyerozyma_guilliermondii.fas.gz,False
nadsonia_fulvescens,final,Nadsonia fulvescens,y1000p_gff3_files/nadsonia_fulvescens.final.gff3,y1000p_pep_files/nadsonia_fulvescens.final.pep,y1000p_cds_files/nadsonia_fulvescens.final.cds.tar.gz,y1000p_genome_files/nadsonia_fulvescens.fas.gz,False
ogataea_parapolymorpha,final,Ogataea parapolymorpha,y1000p_gff3_files/ogataea_parapolymorpha.final.gff3,y1000p_pep_files/ogataea_parapolymorpha.final.pep,y1000p_cds_files/ogataea_parapolymorpha.final.cds.tar.gz,y1000p_genome_files/ogataea_parapolymorpha.fas.gz,False
pichia_kudriavzevii,final,Pichia kudriavzevii,y1000p_gff3_files/pichia_kudriavzevii.final.gff3,y1000p_pep_files/pichia_kudriavzevii.final.pep,y1000p_cds_files/pichia_kudriavzevii.final.cds.tar.gz,y1000p_genome_files/pichia_kudriavzevii.fas.gz,False
saccharomyces_arboricola,final,Saccharomyces arboricola,y1000p_gff3_files/saccharomyces_arboricola.final.gff3,y1000p_pep_files/saccharomyces_arboricola.final.pep,y1000p_cds_files/saccharomyces_arboricola.final.cds.tar.gz,y1000p_genome_files/saccharomyces_arboricola.fas.gz,False
saccharomyces_cerevisiae,final,Saccharomyces cerevisiae,y1000p_gff3_files/saccharomyces_cerevisiae.final.gff3,y1000p_pep_files/saccharomyces_cerevisiae.final.pep,y1000p_cds_files/saccharomyces_cerevisiae.final.cds.tar.gz,y1000p_genome_files/saccharomyces_cerevisiae.fas.gz,False
saccharomyces_cerevisiae,sgd,Saccharomyces cerevisiae,y1000p_gff3_files/saccharomyces_cerevisiae.sgd.gff3,y1000p_pep_files/saccharomyces_cerevisiae.sgd.pep,,y1000p_genome_files/saccharomyces_cerevisiae.fas.gz,True
saccharomyces_eubayanus,final,Saccharomyces eubayanus,y1000p_gff3_files/saccharomyces_eubayanus.final.gff3,y1000p_pep_files/saccharomyces_eubayanus.final.pep,y1000p_cds_files/saccharomyces_eubayanus.final.cds.tar.gz,y1000p_genome_files/saccharomyces_eubayanus.fas.gz,False
saccharomyces_jurei,final,Saccharomyces jurei,y1000p_gff3_files/saccharomyces_jurei.final.gff3,y1000p_pep_files/saccharomyces_jurei.final.pep,y1000p_cds_files/saccharomyces_jurei.final.cds.tar.gz,y1000p_genome_files/saccharomyces_jurei.fas.gz,False
saccharomyces_kudriavzevii,final,Saccharomyces kudriavzevii,y1000p_gff3_files/saccharomyces_kudriavzevii.final.gff3,y1000p_pep_files/saccharomyces_kudriavzevii.final.pep,y1000p_cds_files/saccharomyces_kudriavzevii.final.cds.tar.gz,y1000p_genome_files/saccharomyces_kudriavzevii.fas.gz,False
saccharomyces_mikatae,final,Saccharomyces mikatae,y1000p_gff3_files/saccharomyces_mikatae.final.gff3,y1000p_pep_files/saccharomyces_mikatae.final.pep,y1000p_cds_files/saccharomyces_mikatae.final.cds.tar.gz,y1000p_genome_files/saccharomyces_mikatae.fas.gz,False
saccharomyces_paradoxus,final,Saccharomyces paradoxus,y1000p_gff3_files/saccharomyces_paradoxus.final.gff3,y1000p_pep_files/saccharomyces_paradoxus.final.pep,y1000p_cds_files/saccharomyces_paradoxus.final.cds.tar.gz,y1000p_genome_files/saccharomyces_paradoxus.fas.gz,False
saccharomyces_uvarum,final,Saccharomyces uvarum,y1000p_gff3_files/saccharomyces_uvarum.final.gff3,y1000p_pep_files/saccharomyces_uvarum.final.pep,y1000p_cds_files/saccharomyces_uvarum.final.cds.tar.gz,y1000p_genome_files/saccharomyces_uvarum.fas.gz,False
saprochaete_clavata,final,Saprochaete clavata,y1000p_gff3_files/saprochaete_clavata.final.gff3,y1000p_pep_files/saprochaete_clavata.final.pep,y1000p_cds_files/saprochaete_clavata.final.cds.tar.gz,y1000p_genome_files/saprochaete_clavata.fas.gz,False
saprochaete_fungicola,final,Saprochaete fungicola,y1000p_gff3_files/saprochaete_fungicola.final.gff3,y1000p_pep_files/saprochaete_fungicola.final.pep,y1000p_cds_files/saprochaete_fungicola.final.cds.tar.gz,y1000p_genome_files/saprochaete_fungicola.fas.gz,False
saprochaete_ingens,final,Saprochaete ingens,y1000p_gff3_files/saprochaete_ingens.final.gff3,y1000p_pep_files/saprochaete_ingens.final.pep,y1000p_cds_files/saprochaete_ingens.final.cds.tar.gz,y1000p_genome_files/saprochaete_ingens.fas.gz,False
saprochaete_suaveolens,final,Saprochaete suaveolens,y1000p_gff3_files/saprochaete_suaveolens.final.gff3,y1000p_pep_files/saprochaete_suaveolens.final.pep,y1000p_cds_files/saprochaete_suaveolens.final.cds.tar.gz,y1000p_genome_files/saprochaete_suaveolens.fas.gz,False
scheffersomyces_stambukii,final,Scheffersomyces stambukii,y1000p_gff3_files/scheffersomyces_stambukii.final.gff3,y1000p_pep_files/scheffersomyces_stambukii.final.pep,y1000p_cds_files/scheffersomyces_stambukii.final.cds.tar.gz,y1000p_genome_files/scheffersomyces_stambukii.fas.gz,False
scheffersomyces_stipitis,final,Scheffersomyces stipitis,y1000p_gff3_files/scheffersomyces_stipitis.final.gff3,y1000p_pep_files/scheffersomyces_stipitis.final.pep,y1000p_cds_files/scheffersomyces_stipitis.final.cds.tar.gz,y1000p_genome_files/scheffersomyces_stipitis.fas.gz,False
spathaspora_arborariae,final,Spathaspora arborariae,y1000p_gff3_files/spathaspora_arborariae.final.gff3,y1000p_pep_files/spathaspora_arborariae.final.pep,y1000p_cds_files/spathaspora_arborariae.final.cds.tar.gz,y1000p_genome_files/spathaspora_arborariae.fas.gz,False
spathaspora_boniae,final,Spathaspora boniae,y1000p_gff3_files/spathaspora_boniae.final.gff3,y1000p_pep_files/spathaspora_boniae.final.pep,y1000p_cds_files/spathaspora_boniae.final.cds.tar.gz,y1000p_genome_files/spathaspora_boniae.fas.gz,False
spathaspora_girioi,final,Spathaspora girioi,y1000p_gff3_files/spathaspora_girioi.final.gff3,y1000p_pep_files/spathaspora_girioi.final.pep,y1000p_cds_files/spathaspora_girioi.final.cds.tar.gz,y1000p_genome_files/spathaspora_girioi.fas.gz,False
spathaspora_gorwiae,final,Spathaspora gorwiae,y1000p_gff3_files/spathaspora_gorwiae.final.gff3,y1000p_pep_files/spathaspora_gorwiae.final.pep,y1000p_cds_files/spathaspora_gorwiae.final.cds.tar.gz,y1000p_genome_files/spathaspora_gorwiae.fas.gz,False
spathaspora_hagerdaliae,final,Spathaspora hagerdaliae,y1000p_gff3_files/spathaspora_hagerdaliae.final.gff3,y1000p_pep_files/spathaspora_hagerdaliae.final.pep,y1000p_cds_files/spathaspora_hagerdaliae.final.cds.tar.gz,y1000p_genome_files/spathaspora_hagerdaliae.fas.gz,False
spathaspora_xylofermentans,final,Spathaspora xylofermentans,y1000p_gff3_files/spathaspora_xylofermentans.final.gff3,y1000p_pep_files/spathaspora_xylofermentans.final.pep,y1000p_cds_files/spathaspora_xylofermentans.final.cds.tar.gz,y1000p_genome_files/spathaspora_xylofermentans.fas.gz,False
sugiyamaella_xylanicola,final,Sugiyamaella xylanicola,y1000p_gff3_files/sugiyamaella_xylanicola.final.gff3,y1000p_pep_files/sugiyamaella_xylanicola.final.pep,y1000p_cds_files/sugiyamaella_xylanicola.final.cds.tar.gz,y1000p_genome_files/sugiyamaella_xylanicola.fas.gz,False
yHAB127_kazachstania_bovina_160519,final,Kazachstania bovina,y1000p_gff3_files/yHAB127_kazachstania_bovina_160519.haplomerger2.final.gff3,y1000p_pep_files/yHAB127_kazachstania_bovina_160519.haplomerger2.final.pep,y1000p_cds_files/yHAB127_kazachstania_bovina_160519.haplomerger2.final.cds.tar.gz,y1000p_genome_files/yHAB127_kazachstania_bovina_160519.haplomerger2.fas.gz,False
yHAB128_kazachstania_heterogenica_170307,final,Kazachstania heterogenica,y1000p_gff3_files/yHAB128_kazachstania_heterogenica_170307.final.gff3,y1000p_pep_files/yHAB128_kazachstania_heterogenica_170307.final.pep,y1000p_cds_files/yHAB128_kazachstania_heterogenica_170307.final.cds.tar.gz,y1000p_genome_files/yHAB128_kazachstania_heterogenica_170307.fas.gz,False
yHAB129_kazachstania_pintolopesii_170307,final,Kazachstania pintolopesii,y1000p_gff3_files/yHAB129_kazachstania_pintolopesii_170307.haplomerger2.final.gff3,y1000p_pep_files/yHAB129_kazachstania_pintolopesii_170307.haplomerger2.final.pep,y1000p_cds_files/yHAB129_kazachstania_pintolopesii_170307.haplomerger2.final.cds.tar.gz,y1000p_genome_files/yHAB129_kazachstania_pintolopesii_170307.haplomerger2.fas.gz,False
yHAB130_kazachstania_slooffiae_160519,final,Kazachstania slooffiae,y1000p_gff3_files/yHAB130_kazachstania_slooffiae_160519.haplomerger2.final.gff3,y1000p_pep_files/yHAB130_kazachstania_slooffiae_160519.haplomerger2.final.pep,y1000p_cds_files/yHAB130_kazachstania_slooffiae_160519.haplomerger2.final.cds.tar.gz,y1000p_genome_files/yHAB130_kazachstania_slooffiae_160519.haplomerger2.fas.gz,False
yHAB131_kazachstania_telluris_170307,final,Kazachstania telluris,y1000p_gff3_files/yHAB131_kazachstania_telluris_170307.final.gff3,y1000p_pep_files/yHAB131_kazachstania_telluris_170307.final.pep,y1000p_cds_files/yHAB131_kazachstania_telluris_170307.final.cds.tar.gz,y1000p_genome_files/yHAB131_kazachstania_telluris_170307.fas.gz,False
yHAB132_kazachstania_martiniae_160519,final,Kazachstania martiniae,y1000p_gff3_files/yHAB132_kazachstania_martiniae_160519.final.gff3,y1000p_pep_files/yHAB132_kazachstania_martiniae_160519.final.pep,y1000p_cds_files/yHAB132_kazachstania_martiniae_160519.final.cds.tar.gz,y1000p_genome_files/yHAB132_kazachstania_martiniae_160519.fas.gz,False
yHAB133_kazachstania_unispora_160519,final,Kazachstania unispora,y1000p_gff3_files/yHAB133_kazachstania_unispora_160519.final.gff3,y1000p_pep_files/yHAB133_kazachstania_unispora_160519.final.pep,y1000p_cds_files/yHAB133_kazachstania_unispora_160519.final.cds.tar.gz,y1000p_genome_files/yHAB133_kazachstania_unispora_160519.fas.gz,False
yHAB136_kazachstania_bromeliacearum_160519,final,Kazachstania bromeliacearum,y1000p_gff3_files/yHAB136_kazachstania_bromeliacearum_160519.final.gff3,y1000p_pep_files/yHAB136_kazachstania_bromeliacearum_160519.final.pep,y1000p_cds_files/yHAB136_kazachstania_bromeliacearum_160519.final.cds.tar.gz,y1000p_genome_files/yHAB136_kazachstania_bromeliacearum_160519.fas.gz,False
yHAB137_kazachstania_africana_160519,final,Kazachstania africana,y1000p_gff3_files/yHAB137_kazachstania_africana_160519.final.gff3,y1000p_pep_files/yHAB137_kazachstania_africana_160519.final.pep,y1000p_cds_files/yHAB137_kazachstania_africana_160519.final.cds.tar.gz,y1000p_genome_files/yHAB137_kazachstania_africana_160519.fas.gz,False
yHAB138_kazachstania_lodderae_160519,final,Kazachstania lodderae,y1000p_gff3_files/yHAB138_kazachstania_lodderae_160519.final.gff3,y1000p_pep_files/yHAB138_kazachstania_lodderae_160519.final.pep,y1000p_cds_files/yHAB138_kazachstania_lodderae_160519.final.cds.tar.gz,y1000p_genome_files/yHAB138_kazachstania_lodderae_160519.fas.gz,False
yHAB142_kazachstania_gamospora_170307,final,Kazachstania gamospora,y1000p_gff3_files/yHAB142_kazachstania_gamospora_170307.haplomerger2.final.gff3,y1000p_pep_files/yHAB142_kazachstania_gamospora_170307.haplomerger2.final.pep,y1000p_cds_files/yHAB142_kazachstania_gamospora_170307.haplomerger2.final.cds.tar.gz,y1000p_genome_files/yHAB142_kazachstania_gamospora_170307.haplomerger2.fas.gz,False
yHAB143_kazachstania_siamensis_160519,final,Kazachstania siamensis,y1000p_gff3_files/yHAB143_kazachstania_siamensis_160519.final.gff3,y1000p_pep_files/yHAB143_kazachstania_siamensis_160519.final.pep,y1000p_cds_files/yHAB143_kazachstania_siamensis_160519.final.cds.tar.gz,y1000p_genome_files/yHAB143_kazachstania_siamensis_160519.fas.gz,False
yHAB144_kazachstania_jainica_160519,final,Kazachstania jainica,y1000p_gff3_files/yHAB144_kazachstania_jainica_160519.haplomerger2.final.gff3,y1000p_pep_files/yHAB144_kazachstania_jainica_160519.haplomerger2.final.pep,y1000p_cds_files/yHAB144_kazachstania_jainica_160519.haplomerger2.final.cds.tar.gz,y1000p_genome_files/yHAB144_kazachstania_jainica_160519.haplomerger2.fas.gz,False
yHAB145_kazachstania_hellenica_160519,final,Kazachstania hellenica,y1000p_gff3_files/yHAB145_kazachstania_hellenica_160519.haplomerger2.final.gff3,y1000p_pep_files/yHAB145_kazachstania_hellenica_160519.haplomerger2.final.pep,y1000p_cds_files/yHAB145_kazachstania_hellenica_160519.haplomerger2.final.cds.tar.gz,y1000p_genome_files/yHAB145_kazachstania_hellenica_160519.haplomerger2.fas.gz,False
yHAB147_kazachstania_taianensis_160519,final,Kazachstania taianensis,y1000p_gff3_files/yHAB147_kazachstania_taianensis_160519.final.gff3,y1000p_pep_files/yHAB147_kazachstania_taianensis_160519.final.pep,y1000p_cds_files/yHAB147_kazachstania_taianensis_160519.final.cds.tar.gz,y1000p_genome_files/yHAB147_kazachstania_taianensis_160519.fas.gz,False
yHAB148_kazachstania_intestinalis_160519,final,Kazachstania intestinalis,y1000p_gff3_files/yHAB148_kazachstania_intestinalis_160519.final.gff3,y1000p_pep_files/yHAB148_kazachstania_intestinalis_160519.final.pep,y1000p_cds_files/yHAB148_kazachstania_intestinalis_160519.final.cds.tar.gz,y1000p_genome_files/yHAB148_kazachstania_intestinalis_160519.fas.gz,False
yHAB150_kazachstania_exigua_160519,final,Kazachstania exigua,y1000p_gff3_files/yHAB150_kazachstania_exigua_160519.final.gff3,y1000p_pep_files/yHAB150_kazachstania_exigua_160519.final.pep,y1000p_cds_files/yHAB150_kazachstania_exigua_160519.final.cds.tar.gz,y1000p_genome_files/yHAB150_kazachstania_exigua_160519.fas.gz,False
yHAB151_kazachstania_servazzi_160519,final,Kazachstania servazzi,y1000p_gff3_files/yHAB151_kazachstania_servazzi_160519.final.gff3,y1000p_pep_files/yHAB151_kazachstania_servazzi_160519.final.pep,y1000p_cds_files/yHAB151_kazachstania_servazzi_160519.final.cds.tar.gz,y1000p_genome_files/yHAB151_kazachstania_servazzi_160519.fas.gz,False
yHAB152_candida_humilis_160519,final,Candida humilis,y1000p_gff3_files/yHAB152_candida_humilis_160519.haplomerger2.final.gff3,y1000p_pep_files/yHAB152_candida_humilis_160519.haplomerger2.final.pep,y1000p_cds_files/yHAB152_candida_humilis_160519.haplomerger2.final.cds.tar.gz,y1000p_genome_files/yHAB152_candida_humilis_160519.haplomerger2.fas.gz,False
yHAB153_kazachstania_rosinii_160519,final,Kazachstania rosinii,y1000p_gff3_files/yHAB153_kazachstania_rosinii_160519.final.gff3,y1000p_pep_files/yHAB153_kazachstania_rosinii_160519.final.pep,y1000p_cds_files/yHAB153_kazachstania_rosinii_160519.final.cds.tar.gz,y1000p_genome_files/yHAB153_kazachstania_rosinii_160519.fas.gz,False
yHAB154_kazachstania_transvaalensis_160519,final,Kazachstania transvaalensis,y1000p_gff3_files/yHAB154_kazachstania_transvaalensis_160519.final.gff3,y1000p_pep_files/yHAB154_kazachstania_transvaalensis_160519.final.pep,y1000p_cds_files/yHAB154_kazachstania_transvaalensis_160519.final.cds.tar.gz,y1000p_genome_files/yHAB154_kazachstania_transvaalensis_160519.fas.gz,False
yHAB155_kazachstania_spencerorum_160519,final,Kazachstania spencerorum,y1000p_gff3_files/yHAB155_kazachstania_spencerorum_160519.final.gff3,y1000p_pep_files/yHAB155_kazachstania_spencerorum_160519.final.pep,y1000p_cds_files/yHAB155_kazachstania_spencerorum_160519.final.cds.tar.gz,y1000p_genome_files/yHAB155_kazachstania_spencerorum_160519.fas.gz,False
yHAB156_kazachstania_piceae_160519,final,Kazachstania piceae,y1000p_gff3_files/yHAB156_kazachstania_piceae_160519.final.gff3,y1000p_pep_files/yHAB156_kazachstania_piceae_160519.final.pep,y1000p_cds_files/yHAB156_kazachstania_piceae_160519.final.cds.tar.gz,y1000p_genome_files/yHAB156_kazachstania_piceae_160519.fas.gz,False
